id,star,name,name_link,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,img_link
1138,4,Fate-stay night -15年的轨迹-,Fate/stay night -15年的轨迹-,9,100,100,100,100,关卡通关时获得的御主经验增加50,,https://fgo.wiki\images/8/87/礼装1138.jpg,https://fgo.wiki\images/d/dc/Fate-stay_night_-15%E5%B9%B4%E7%9A%84%E8%BD%A8%E8%BF%B9-.png
1139,4,迦勒底公园巡展车队,迦勒底公园巡展车队,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/d/d0/礼装1139.jpg,https://fgo.wiki\images/5/5a/%E8%BF%A6%E5%8B%92%E5%BA%95%E5%85%AC%E5%9B%AD%E5%B7%A1%E5%B1%95%E8%BD%A6%E9%98%9F.png
1140,5,以天空为路,以天空为路,12,0,0,500,2000,付与自身无敌贯通状态＆宝具威力提升15%＆NP获得量提升15%,付与自身无敌贯通状态＆宝具威力提升20%＆NP获得量提升20%[最大解放],https://fgo.wiki\images/b/b4/礼装1140.jpg,https://fgo.wiki\images/5/51/%E4%BB%A5%E5%A4%A9%E7%A9%BA%E4%B8%BA%E8%B7%AF.png
1141,4,晴朗的黎明,晴朗的黎明,9,320,1200,200,750,自身登场时获得10个暴击星(1次)＆Arts指令卡性能提升8%,自身登场时获得12个暴击星(1次)＆Arts指令卡性能提升10%[最大解放],https://fgo.wiki\images/f/f0/礼装1141.jpg,https://fgo.wiki\images/a/ad/%E6%99%B4%E6%9C%97%E7%9A%84%E9%BB%8E%E6%98%8E.png
1142,3,我们是朋友,我们是朋友,5,0,0,200,1000,关卡通关时获得的QP增加2020,关卡通关时获得的QP增加2020＋自身的暴击星掉落率提升2.0%[最大解放],https://fgo.wiki\images/9/9c/礼装1142.jpg,https://fgo.wiki\images/0/05/%E6%88%91%E4%BB%AC%E6%98%AF%E6%9C%8B%E5%8F%8B.png
1143,4,陀螺的舞蹈,陀螺的舞蹈,9,2020,2020,0,0,自身的Arts指令卡性能提升8%,,https://fgo.wiki\images/1/1a/礼装1143.jpg,https://fgo.wiki\images/0/04/%E9%99%80%E8%9E%BA%E7%9A%84%E8%88%9E%E8%B9%88.png
1144,4,概念礼装EXP卡：穷途之鼠,概念礼装EXP卡：穷途之鼠,9,0,0,0,0,提供30000点概念礼装经验值,无效果,https://fgo.wiki\images/c/cb/礼装1144.jpg,https://fgo.wiki\images/8/89/%E6%A6%82%E5%BF%B5%E7%A4%BC%E8%A3%85EXP%E5%8D%A1%EF%BC%9A%E7%A9%B7%E9%80%94%E4%B9%8B%E9%BC%A0.png
1145,4,紫玉之笛,紫玉之笛,9,100,100,100,100,杨贵妃(Foreigner)装备时，自身的宝具威力提升30%&攻击时付与敌方单体延烧状态(灼伤的效果量提升20%的状态)(3回合),,https://fgo.wiki\images/9/98/礼装1145.jpg,https://fgo.wiki\images/f/fc/%E7%B4%AB%E7%8E%89%E4%B9%8B%E7%AC%9B.png
1146,4,观星者,观星者,9,100,100,100,100,关卡通关时获得的御主经验增加50,,https://fgo.wiki\images/d/df/礼装1146.jpg,https://fgo.wiki\images/0/0c/%E8%A7%82%E6%98%9F%E8%80%85.png
1147,5,医疗Spa,医疗Spa,12,400,1600,250,1000,自身的NP获得量提升10%＆付与自身每回合获得NP2%的状态＆付与自身每回合获得3个暴击星的状态,自身的NP获得量提升15%＆付与自身每回合获得NP3%的状态＆付与自身每回合获得4个暴击星的状态[最大解放],https://fgo.wiki\images/0/0f/礼装1147.jpg,https://fgo.wiki\images/1/15/%E5%8C%BB%E7%96%97Spa.png
1148,4,新宿幻灵事件,新宿幻灵事件(概念礼装),9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/6/65/礼装1148.jpg,https://fgo.wiki\images/d/d3/%E6%96%B0%E5%AE%BF%E5%B9%BB%E7%81%B5%E4%BA%8B%E4%BB%B6.png
1149,5,格兰·卡瓦洛,格兰·卡瓦洛,12,400,1600,250,1000,关卡通关时获得的羁绊值增加1%＆魔术礼装经验增加1%,关卡通关时获得的羁绊值增加5%＆魔术礼装经验增加5%[最大解放],https://fgo.wiki\images/e/ef/礼装1149.jpg,https://fgo.wiki\images/0/03/%E6%A0%BC%E5%85%B0%C2%B7%E5%8D%A1%E7%93%A6%E6%B4%9B.png
1150,5,巧克力天堂,巧克力天堂,12,0,0,500,2000,自身的Quick指令卡性能提升10%＆宝具威力提升10%＆NP获得量提升15%,自身的Quick指令卡性能提升15%＆宝具威力提升15%＆NP获得量提升20%[最大解放],https://fgo.wiki\images/8/89/礼装1150.jpg,https://fgo.wiki\images/5/5e/%E5%B7%A7%E5%85%8B%E5%8A%9B%E5%A4%A9%E5%A0%82.png
1151,4,王后之梦,王后之梦,9,600,2250,0,0,自身的暴击威力提升15%＆被强化成功率提升10%,自身的暴击威力提升20%＆被强化成功率提升15%[最大解放],https://fgo.wiki\images/c/c7/礼装1151.jpg,https://fgo.wiki\images/9/9a/%E7%8E%8B%E5%90%8E%E4%B9%8B%E6%A2%A6.png
1152,3,午夜仓皇,午夜仓皇,5,0,0,200,1000,自身的宝具威力提升5%＆HP回复量提升5%,自身的宝具威力提升10%＆HP回复量提升10%[最大解放],https://fgo.wiki\images/1/15/礼装1152.jpg,https://fgo.wiki\images/2/21/%E5%8D%88%E5%A4%9C%E4%BB%93%E7%9A%87.png
1153,5,针织爱意,针织爱意,12,400,1600,250,1000,付与自身必中状态＆宝具威力提升10%＆以NP已达30%的状态开始战斗,付与自身必中状态＆宝具威力提升15%＆以NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/b/b1/礼装1153.jpg,https://fgo.wiki\images/b/bb/%E9%92%88%E7%BB%87%E7%88%B1%E6%84%8F.png
1154,4,迦勒底草子,迦勒底草子,9,100,100,100,100,清少纳言(Archer)装备，且自身在场时，己方全体的NP获得量提升10%＆暴击威力提升10%,,https://fgo.wiki\images/1/1a/礼装1154.jpg,https://fgo.wiki\images/4/49/%E8%BF%A6%E5%8B%92%E5%BA%95%E8%8D%89%E5%AD%90.png
1155,4,巨大巧克力,巨大巧克力,3,0,0,0,0,Kingprotea的情人节礼物,无效果,https://fgo.wiki\images/b/b0/礼装1155.jpg,https://fgo.wiki\images/7/76/%E5%B7%A8%E5%A4%A7%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1156,4,带着爱的（笑）巧克力,带着爱的（笑）巧克力,3,0,0,0,0,迦摩的情人节礼物,无效果,https://fgo.wiki\images/a/ae/礼装1156.jpg,https://fgo.wiki\images/9/93/%E5%B8%A6%E7%9D%80%E7%88%B1%E7%9A%84%EF%BC%88%E7%AC%91%EF%BC%89%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1157,4,水银巧克力,水银巧克力,3,0,0,0,0,司马懿〔莱妮丝〕的情人节礼物,无效果,https://fgo.wiki\images/0/07/礼装1157.jpg,https://fgo.wiki\images/9/9f/%E6%B0%B4%E9%93%B6%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1158,4,红酒与星之巧克力,红酒与星之巧克力,3,0,0,0,0,阿斯特赖亚的情人节礼物,无效果,https://fgo.wiki\images/f/f8/礼装1158.jpg,https://fgo.wiki\images/8/8f/%E7%BA%A2%E9%85%92%E4%B8%8E%E6%98%9F%E4%B9%8B%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1159,4,法奇软糖,法奇软糖,3,0,0,0,0,格蕾的情人节礼物,无效果,https://fgo.wiki\images/5/5f/礼装1159.jpg,https://fgo.wiki\images/e/eb/%E6%B3%95%E5%A5%87%E8%BD%AF%E7%B3%96.png
1160,4,豪华巧克力蛋糕,豪华巧克力蛋糕,3,0,0,0,0,伟大的石像神的情人节礼物,无效果,https://fgo.wiki\images/9/9d/礼装1160.jpg,https://fgo.wiki\images/3/3b/%E8%B1%AA%E5%8D%8E%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%9B%8B%E7%B3%95.png
1161,4,幸运结晶,幸运结晶,3,0,0,0,0,拉克什米·芭伊的情人节礼物,无效果,https://fgo.wiki\images/b/bc/礼装1161.jpg,https://fgo.wiki\images/a/ac/%E5%B9%B8%E8%BF%90%E7%BB%93%E6%99%B6.png
1162,4,新手用狩猎套装,新手用狩猎套装,3,0,0,0,0,威廉·退尔的情人节回礼,无效果,https://fgo.wiki\images/9/95/礼装1162.jpg,https://fgo.wiki\images/3/3d/%E6%96%B0%E6%89%8B%E7%94%A8%E7%8B%A9%E7%8C%8E%E5%A5%97%E8%A3%85.png
1163,4,随处可见的奇迹之石,随处可见的奇迹之石,3,0,0,0,0,阿周那〔Alter〕的情人节回礼,无效果,https://fgo.wiki\images/6/6d/礼装1163.jpg,https://fgo.wiki\images/c/cb/%E9%9A%8F%E5%A4%84%E5%8F%AF%E8%A7%81%E7%9A%84%E5%A5%87%E8%BF%B9%E4%B9%8B%E7%9F%B3.png
1164,4,彻夜长谈,彻夜长谈,3,0,0,0,0,马嘶的情人节回礼,无效果,https://fgo.wiki\images/a/ad/礼装1164.jpg,https://fgo.wiki\images/3/39/%E5%BD%BB%E5%A4%9C%E9%95%BF%E8%B0%88.png
1165,4,医疗用巧克力,医疗用巧克力,3,0,0,0,0,阿斯克勒庇俄斯的情人节回礼,无效果,https://fgo.wiki\images/4/42/礼装1165.jpg,https://fgo.wiki\images/1/17/%E5%8C%BB%E7%96%97%E7%94%A8%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1166,4,柿饼,柿饼,3,0,0,0,0,织田信长(Avenger)的情人节礼物,无效果,https://fgo.wiki\images/1/14/礼装1166.jpg,https://fgo.wiki\images/9/9a/%E6%9F%BF%E9%A5%BC.png
1167,4,傻瓜葫芦,傻瓜葫芦,3,0,0,0,0,织田信长(Avenger)的情人节回礼,无效果,https://fgo.wiki\images/4/41/礼装1167.jpg,https://fgo.wiki\images/6/6c/%E5%82%BB%E7%93%9C%E8%91%AB%E8%8A%A6.png
1168,4,一盏茶,一盏茶,3,0,0,0,0,森长可的情人节回礼,无效果,https://fgo.wiki\images/f/f3/礼装1168.jpg,https://fgo.wiki\images/2/22/%E4%B8%80%E7%9B%8F%E8%8C%B6.png
1169,4,毗沙门天巧克力,毗沙门天巧克力,3,0,0,0,0,长尾景虎的情人节礼物,无效果,https://fgo.wiki\images/4/43/礼装1169.jpg,https://fgo.wiki\images/f/f0/%E6%AF%97%E6%B2%99%E9%97%A8%E5%A4%A9%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1170,4,迦勒底 New Order,迦勒底 New Order,3,0,0,0,0,莱昂纳多·达·芬奇(Rider)的情人节礼物,无效果,https://fgo.wiki\images/6/62/礼装1170.jpg,https://fgo.wiki\images/c/cc/%E8%BF%A6%E5%8B%92%E5%BA%95_New_Order-v2.png
1171,4,迷你阿尔戈号,迷你阿尔戈号,3,0,0,0,0,伊阿宋的情人节回礼,无效果,https://fgo.wiki\images/8/8c/礼装1171.jpg,https://fgo.wiki\images/d/d7/%E8%BF%B7%E4%BD%A0%E9%98%BF%E5%B0%94%E6%88%88%E5%8F%B7.png
1172,4,阿波罗玩偶,阿波罗玩偶,3,0,0,0,0,帕里斯的情人节回礼,无效果,https://fgo.wiki\images/3/34/礼装1172.jpg,https://fgo.wiki\images/4/4e/%E9%98%BF%E6%B3%A2%E7%BD%97%E7%8E%A9%E5%81%B6.png
1173,4,巧克力纸杯蛋糕,巧克力纸杯蛋糕,3,0,0,0,0,加雷斯的情人节礼物,无效果,https://fgo.wiki\images/8/87/礼装1173.jpg,https://fgo.wiki\images/5/5e/%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%BA%B8%E6%9D%AF%E8%9B%8B%E7%B3%95.png
1174,4,单边刘海遮眼假发,单边刘海遮眼假发,3,0,0,0,0,巴沙洛缪·罗伯茨的情人节回礼,无效果,https://fgo.wiki\images/b/bb/礼装1174.jpg,https://fgo.wiki\images/e/ee/%E5%8D%95%E8%BE%B9%E5%88%98%E6%B5%B7%E9%81%AE%E7%9C%BC%E5%81%87%E5%8F%91.png
1175,4,夏王朝万能钢笔与木简,夏王朝万能钢笔与木简,3,0,0,0,0,陈宫的情人节回礼,无效果,https://fgo.wiki\images/9/99/礼装1175.jpg,https://fgo.wiki\images/6/6d/%E5%A4%8F%E7%8E%8B%E6%9C%9D%E4%B8%87%E8%83%BD%E9%92%A2%E7%AC%94%E4%B8%8E%E6%9C%A8%E7%AE%80.png
1176,4,送给心爱的你的礼物,送给心爱的你的礼物,3,0,0,0,0,夏洛特·科黛的情人节礼物,无效果,https://fgo.wiki\images/3/3d/礼装1176.jpg,https://fgo.wiki\images/c/cd/%E9%80%81%E7%BB%99%E5%BF%83%E7%88%B1%E7%9A%84%E4%BD%A0%E7%9A%84%E7%A4%BC%E7%89%A9.png
1177,4,莎乐美赠与你,莎乐美赠与你,3,0,0,0,0,莎乐美的情人节礼物,无效果,https://fgo.wiki\images/d/d0/礼装1177.jpg,https://fgo.wiki\images/e/e9/%E8%8E%8E%E4%B9%90%E7%BE%8E%E8%B5%A0%E4%B8%8E%E4%BD%A0.png
1178,4,破魔剑芭菲,破魔剑芭菲,3,0,0,0,0,宫本武藏(Berserker)的情人节礼物,无效果,https://fgo.wiki\images/1/11/礼装1178.jpg,https://fgo.wiki\images/f/f0/%E7%A0%B4%E9%AD%94%E5%89%91%E8%8A%AD%E8%8F%B2.png
1179,4,日式点心风巧克力＋信,日式点心风巧克力＋信,3,0,0,0,0,刑部姬(Archer)的情人节礼物,无效果,https://fgo.wiki\images/d/d3/礼装1179.jpg,https://fgo.wiki\images/9/9f/%E6%97%A5%E5%BC%8F%E7%82%B9%E5%BF%83%E9%A3%8E%E5%B7%A7%E5%85%8B%E5%8A%9B%EF%BC%8B%E4%BF%A1.png
1180,4,用于盗走出乎意料之物的巧克力,用于盗走出乎意料之物的巧克力,3,0,0,0,0,卡米拉(Rider)的情人节礼物,无效果,https://fgo.wiki\images/7/7b/礼装1180.jpg,https://fgo.wiki\images/0/0f/%E7%94%A8%E4%BA%8E%E7%9B%97%E8%B5%B0%E5%87%BA%E4%B9%8E%E6%84%8F%E6%96%99%E4%B9%8B%E7%89%A9%E7%9A%84%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1181,4,巧克力巧克力章鱼根附,巧克力巧克力章鱼根附,3,0,0,0,0,葛饰北斋(Saber)的情人节礼物,无效果,https://fgo.wiki\images/c/c9/礼装1181.jpg,https://fgo.wiki\images/e/ee/%E5%B7%A7%E5%85%8B%E5%8A%9B%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%AB%A0%E9%B1%BC%E6%A0%B9%E9%99%84.png
1182,4,白兔巧克力蛋糕,白兔巧克力蛋糕,3,0,0,0,0,阿尔托莉雅·潘德拉贡(Ruler)的情人节礼物,无效果,https://fgo.wiki\images/f/fd/礼装1182.jpg,https://fgo.wiki\images/b/b4/%E7%99%BD%E5%85%94%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%9B%8B%E7%B3%95.png
1183,4,青鸟果冻冰淇淋,青鸟果冻冰淇淋,3,0,0,0,0,谜之Alterego·Λ的情人节礼物,无效果,https://fgo.wiki\images/6/63/礼装1183.jpg,https://fgo.wiki\images/3/39/%E9%9D%92%E9%B8%9F%E6%9E%9C%E5%86%BB%E5%86%B0%E6%B7%87%E6%B7%8B.png
1184,4,喷射巧克力羊羹,喷射巧克力羊羹,3,0,0,0,0,冲田·J·总司的情人节礼物,无效果,https://fgo.wiki\images/8/8c/礼装1184.jpg,https://fgo.wiki\images/8/8e/%E5%96%B7%E5%B0%84%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%BE%8A%E7%BE%B9.png
1185,4,宇宙立体布景巧克力,宇宙立体布景巧克力,3,0,0,0,0,宇宙伊什塔尔的情人节礼物,无效果,https://fgo.wiki\images/9/94/礼装1185.jpg,https://fgo.wiki\images/8/86/%E5%AE%87%E5%AE%99%E7%AB%8B%E4%BD%93%E5%B8%83%E6%99%AF%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1186,4,SCB（宇宙巧克力棒）,SCB（宇宙巧克力棒）,3,0,0,0,0,灾星简的情人节礼物,无效果,https://fgo.wiki\images/0/08/礼装1186.jpg,https://fgo.wiki\images/3/34/SCB%EF%BC%88%E5%AE%87%E5%AE%99%E5%B7%A7%E5%85%8B%E5%8A%9B%E6%A3%92%EF%BC%89.png
1187,4,兔——子——耳——朵——,兔——子——耳——朵——,3,0,0,0,0,阿斯托尔福(Saber)的情人节回礼,无效果,https://fgo.wiki\images/7/7a/礼装1187.jpg,https://fgo.wiki\images/5/5d/%E5%85%94%E2%80%94%E2%80%94%E5%AD%90%E2%80%94%E2%80%94%E8%80%B3%E2%80%94%E2%80%94%E6%9C%B5%E2%80%94%E2%80%94.png
1188,4,软糯镜饼巧克力,软糯镜饼巧克力,3,0,0,0,0,阿斯托尔福(Saber)的情人节礼物,无效果,https://fgo.wiki\images/e/e5/礼装1188.jpg,https://fgo.wiki\images/3/37/%E8%BD%AF%E7%B3%AF%E9%95%9C%E9%A5%BC%E5%B7%A7%E5%85%8B%E5%8A%9B.png
1189,4,巧克力风味安瓿,巧克力风味安瓿,3,0,0,0,0,南丁格尔〔圣诞〕的情人节礼物,无效果,https://fgo.wiki\images/b/b6/礼装1189.jpg,https://fgo.wiki\images/b/b2/%E5%B7%A7%E5%85%8B%E5%8A%9B%E9%A3%8E%E5%91%B3%E5%AE%89%E7%93%BF.png
1190,4,三星腰带（自制）,三星腰带（自制）,3,0,0,0,0,超人俄里翁的情人节回礼,无效果,https://fgo.wiki\images/3/3e/礼装1190.jpg,https://fgo.wiki\images/1/1b/%E4%B8%89%E6%98%9F%E8%85%B0%E5%B8%A6%EF%BC%88%E8%87%AA%E5%88%B6%EF%BC%89.png
1191,4,迪朗达尔复制品,迪朗达尔复制品,3,0,0,0,0,曼迪卡尔多的情人节回礼,无效果,https://fgo.wiki\images/e/e2/礼装1191.jpg,https://fgo.wiki\images/8/86/%E8%BF%AA%E6%9C%97%E8%BE%BE%E5%B0%94%E5%A4%8D%E5%88%B6%E5%93%81.png
1192,4,手工布朗尼与热牛奶,手工布朗尼与热牛奶,3,0,0,0,0,欧罗巴的情人节礼物,无效果,https://fgo.wiki\images/8/8b/礼装1192.jpg,https://fgo.wiki\images/6/65/%E6%89%8B%E5%B7%A5%E5%B8%83%E6%9C%97%E5%B0%BC%E4%B8%8E%E7%83%AD%E7%89%9B%E5%A5%B6.png
1193,4,华清宫铭果 温泉馒头,华清宫铭果 温泉馒头,3,0,0,0,0,杨贵妃的情人节礼物,无效果,https://fgo.wiki\images/c/cd/礼装1193.jpg,https://fgo.wiki\images/c/c2/%E5%8D%8E%E6%B8%85%E5%AE%AB%E9%93%AD%E6%9E%9C_%E6%B8%A9%E6%B3%89%E9%A6%92%E5%A4%B4.png
1194,4,有趣点心,有趣点心,3,0,0,0,0,清少纳言的情人节礼物,无效果,https://fgo.wiki\images/3/3f/礼装1194.jpg,https://fgo.wiki\images/8/84/%E6%9C%89%E8%B6%A3%E7%82%B9%E5%BF%83.png
1195,4,热带回忆,热带回忆,3,0,0,0,0,玛修·基列莱特的情人节礼物,无效果,https://fgo.wiki\images/5/51/礼装1195.jpg,https://fgo.wiki\images/5/50/%E7%83%AD%E5%B8%A6%E5%9B%9E%E5%BF%86.png
1196,5,王权微行,王权微行,12,0,0,500,2000,付与自身无敌状态(2次)＆暴击威力提升15%,付与自身无敌状态(2次)＆暴击威力提升20%[最大解放],https://fgo.wiki\images/f/f0/礼装1196.jpg,https://fgo.wiki\images/e/e8/%E7%8E%8B%E6%9D%83%E5%BE%AE%E8%A1%8C.png
1197,5,蓝色幻象,蓝色幻象,12,400,1600,250,1000,付与自身无敌贯通状态＆宝具威力提升25%,付与自身无敌贯通状态＆宝具威力提升30%[最大解放],https://fgo.wiki\images/0/0b/礼装1197.jpg,https://fgo.wiki\images/b/b3/%E8%93%9D%E8%89%B2%E5%B9%BB%E8%B1%A1.png
1198,4,独家裁缝,独家裁缝,9,0,0,400,1500,自身的Buster指令卡性能提升8%&宝具使用时充能阶段上升1级(1次),自身的Buster指令卡性能提升10%&宝具使用时充能阶段上升1级(1次)[最大解放],https://fgo.wiki\images/7/71/礼装1198.jpg,https://fgo.wiki\images/1/10/%E7%8B%AC%E5%AE%B6%E8%A3%81%E7%BC%9D.png
1199,4,侦探爱德蒙～新章突入篇～,侦探爱德蒙～新章突入篇～,9,600,2250,0,0,自身的Quick指令卡性能提升8%＆暴击威力提升10%＆付与被伤害减免100状态,自身的Quick指令卡性能提升10%＆暴击威力提升15%＆付与被伤害减免200状态[最大解放],https://fgo.wiki\images/e/e6/礼装1199.jpg,https://fgo.wiki\images/b/b3/%E4%BE%A6%E6%8E%A2%E7%88%B1%E5%BE%B7%E8%92%99%EF%BD%9E%E6%96%B0%E7%AB%A0%E7%AA%81%E5%85%A5%E7%AF%87%EF%BD%9E.png
1200,4,本大爷学生会,本大爷学生会,9,320,1200,200,750,自身提供的HP回复量提升10%＆NP获得量提升5%,自身提供的HP回复量提升15%＆NP获得量提升10%[最大解放],https://fgo.wiki\images/0/02/礼装1200.jpg,https://fgo.wiki\images/b/b1/%E6%9C%AC%E5%A4%A7%E7%88%B7%E5%AD%A6%E7%94%9F%E4%BC%9A.png
1201,3,乱世正合意,乱世正合意,5,0,0,200,1000,付与自身每回合获得NP1%的状态＆暴击威力提升3%＆宝具威力提升3%,付与自身每回合获得NP2%的状态＆暴击威力提升5%＆宝具威力提升5%[最大解放],https://fgo.wiki\images/1/1a/礼装1201.jpg,https://fgo.wiki\images/b/b7/%E4%B9%B1%E4%B8%96%E6%AD%A3%E5%90%88%E6%84%8F.png
1202,3,神之发牌,神之发牌,5,300,1500,0,0,付与自身每回合获得1个暴击星的状态＆NP获得量提升3%＆宝具威力提升3%,付与自身每回合获得2个暴击星的状态＆NP获得量提升5%＆宝具威力提升5%[最大解放],https://fgo.wiki\images/e/e1/礼装1202.jpg,https://fgo.wiki\images/6/63/%E7%A5%9E%E4%B9%8B%E5%8F%91%E7%89%8C.png
1203,3,老爹的来信直播,老爹的来信直播,5,160,800,100,500,自身的暴击星集中度提升100%＆NP获得量提升5%,自身的暴击星集中度提升200%＆NP获得量提升10%[最大解放],https://fgo.wiki\images/0/08/礼装1203.jpg,https://fgo.wiki\images/a/ac/%E8%80%81%E7%88%B9%E7%9A%84%E6%9D%A5%E4%BF%A1%E7%9B%B4%E6%92%AD.png
1204,3,压哨绝杀,压哨绝杀,5,0,0,200,1000,付与自身回避状态(1次)＆Buster指令卡性能提升3%,付与自身回避状态(1次)＆Buster指令卡性能提升5%[最大解放],https://fgo.wiki\images/1/1c/礼装1204.jpg,https://fgo.wiki\images/b/bb/%E5%8E%8B%E5%93%A8%E7%BB%9D%E6%9D%80.png
1205,4,冒险的象征,冒险的象征,9,100,100,100,100,奥德修斯(Rider)装备，且自身在场时，己方全体的Quick指令卡性能提升10%＆Arts指令卡性能提升10%,,https://fgo.wiki\images/f/f5/礼装1205.jpg,https://fgo.wiki\images/f/fb/%E5%86%92%E9%99%A9%E7%9A%84%E8%B1%A1%E5%BE%81.png
1206,4,优雅之天，宽阔之地,优雅之天，宽阔之地,9,100,100,100,100,关卡通关时获得的御主经验增加50,,https://fgo.wiki\images/b/b1/礼装1206.jpg,https://fgo.wiki\images/c/c9/%E4%BC%98%E9%9B%85%E4%B9%8B%E5%A4%A9%EF%BC%8C%E5%AE%BD%E9%98%94%E4%B9%8B%E5%9C%B0.png
1207,5,黑魔术,黑魔术,12,0,0,500,2000,自身的Buster指令卡性能提升10%＆暴击威力提升10%＆NP获得量提升15%,自身的Buster指令卡性能提升15%＆暴击威力提升15%＆NP获得量提升20%[最大解放],https://fgo.wiki\images/9/9b/礼装1207.jpg,https://fgo.wiki\images/4/47/%E9%BB%91%E9%AD%94%E6%9C%AF.png
1208,4,律动诗篇,律动诗篇,9,600,2250,0,0,自身的NP获得量提升15%＆宝具使用时充能阶段上升1级(1次),自身的NP获得量提升20%＆宝具使用时充能阶段上升1级(1次)[最大解放],https://fgo.wiki\images/6/6e/礼装1208.jpg,https://fgo.wiki\images/4/4d/%E5%BE%8B%E5%8A%A8%E8%AF%97%E7%AF%87.png
1209,3,黄金树的系谱,黄金树的系谱,5,160,800,100,500,自身的毒、诅咒、烧伤弱化耐性提升25%,自身的毒、诅咒、烧伤弱化耐性提升30%[最大解放],https://fgo.wiki\images/8/8f/礼装1209.jpg,https://fgo.wiki\images/b/b5/%E9%BB%84%E9%87%91%E6%A0%91%E7%9A%84%E7%B3%BB%E8%B0%B1.png
1210,4,共迎明日,共迎明日,9,320,1200,200,750,付与自身每回合获得2个暴击星的状态＆宝具威力提升10%,付与自身每回合获得3个暴击星的状态＆宝具威力提升15%[最大解放],https://fgo.wiki\images/a/a2/礼装1210.jpg,https://fgo.wiki\images/3/37/%E5%85%B1%E8%BF%8E%E6%98%8E%E6%97%A5.png
1211,4,星之光剑，星之光盾,星之光剑，星之光盾,9,100,100,100,100,狄俄斯库里(Saber)装备，且自身在场时，己方全体的Quick指令卡性能提升10%＆Arts指令卡性能提升10%,,https://fgo.wiki\images/8/8c/礼装1211.jpg,https://fgo.wiki\images/a/a9/%E6%98%9F%E4%B9%8B%E5%85%89%E5%89%91%EF%BC%8C%E6%98%9F%E4%B9%8B%E5%85%89%E7%9B%BE.png
1212,4,海神的三叉戟,海神的三叉戟,9,100,100,100,100,凯妮斯(Lancer)装备，且自身在场时，己方全体的Buster指令卡性能提升15%＆暴击威力提升15%＆防御力下降10%【负面效果】,,https://fgo.wiki\images/c/c9/礼装1212.jpg,https://fgo.wiki\images/f/f7/%E6%B5%B7%E7%A5%9E%E7%9A%84%E4%B8%89%E5%8F%89%E6%88%9F.png
1213,4,以达天际,以达天际,9,100,100,100,100,罗穆路斯·奎里努斯(Lancer)装备，且自身在场时，〔罗马〕特性的己方全体的攻击力提升20%,,https://fgo.wiki\images/a/a1/礼装1213.jpg,https://fgo.wiki\images/e/e6/%E4%BB%A5%E8%BE%BE%E5%A4%A9%E9%99%85.png
1214,5,自由席,自由席,12,0,0,500,2000,战斗中掉落的QP量增加1%＆关卡通关时获得的魔术礼装经验增加1%,战斗中掉落的QP量增加5%＆关卡通关时获得的魔术礼装经验增加5%[最大解放],https://fgo.wiki\images/1/10/礼装1214.jpg,https://fgo.wiki\images/5/5e/%E8%87%AA%E7%94%B1%E5%B8%AD.png
1215,5,任务开始,任务开始,12,0,0,500,2000,自身的Quick指令卡性能提升8%＆Arts指令卡性能提升8%＆暴击威力提升8%＆以NP已达40%的状态开始战斗,自身的Quick指令卡性能提升10%＆Arts指令卡性能提升10%＆暴击威力提升10%＆以NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/d/dd/礼装1215.jpg,https://fgo.wiki\images/f/f8/%E4%BB%BB%E5%8A%A1%E5%BC%80%E5%A7%8B.png
1216,4,联赛之星,联赛之星,9,320,1200,200,750,自身的Arts指令卡性能提升8%＆付与被伤害减免300的状态,自身的Arts指令卡性能提升10%＆付与被伤害减免400的状态[最大解放],https://fgo.wiki\images/f/fd/礼装1216.jpg,https://fgo.wiki\images/b/ba/%E8%81%94%E8%B5%9B%E4%B9%8B%E6%98%9F.png
1217,3,混合果汁,混合果汁,5,0,0,200,1000,付与自身每回合HP回复50的状态＆Buster指令卡性能提升3%,付与自身每回合HP回复100的状态＆Buster指令卡性能提升5%[最大解放],https://fgo.wiki\images/5/53/礼装1217.jpg,https://fgo.wiki\images/e/ec/%E6%B7%B7%E5%90%88%E6%9E%9C%E6%B1%81.png
