id,star,star_str,name,name_link,name_other,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,icon_eff,type_marker,stars_marker,stats_marker,sort_atk,sort_hp
1066,4,★★★★,英灵祭装：谜之女主角XX,英灵祭装：谜之女主角XX,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/a/ac/礼装1066.jpg,/images/b/b3/经验增加.png,16,16,8,823,902
1067,4,★★★★,英灵祭装：帕尔瓦蒂,英灵祭装：帕尔瓦蒂,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/4/44/礼装1067.jpg,/images/b/b3/经验增加.png,16,16,8,824,903
1068,4,★★★★,英灵祭装：布拉达曼特,英灵祭装：布拉达曼特,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/6/6a/礼装1068.jpg,/images/b/b3/经验增加.png,16,16,8,825,904
1069,4,★★★★,英灵祭装：贝德维尔,英灵祭装：贝德维尔,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/a/a5/礼装1069.jpg,/images/b/b3/经验增加.png,16,16,8,826,905
1070,4,★★★★,英灵祭装：保罗·班扬,英灵祭装：保罗·班扬,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/4/46/礼装1070.jpg,/images/b/b3/经验增加.png,16,16,8,827,906
1071,4,★★★★,英灵祭装：玛丽·安托瓦内特,英灵祭装：玛丽·安托瓦内特,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/6/64/礼装1071.jpg,/images/b/b3/经验增加.png,16,16,8,828,907
1072,4,★★★★,英灵祭装：玛尔达,英灵祭装：玛尔达,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/7/77/礼装1072.jpg,/images/b/b3/经验增加.png,16,16,8,829,908
1073,4,★★★★,英灵祭装：莫德雷德,英灵祭装：莫德雷德,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/b/b0/礼装1073.jpg,/images/b/b3/经验增加.png,16,16,8,830,909
1074,4,★★★★,英灵祭装：兰陵王,英灵祭装：兰陵王,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/9/97/礼装1074.jpg,/images/b/b3/经验增加.png,16,16,8,831,910
1075,4,★★★★,英灵祭装：莱昂纳多·达·芬奇,英灵祭装：莱昂纳多·达·芬奇,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/f/f1/礼装1075.jpg,/images/b/b3/经验增加.png,16,16,8,832,911
1076,4,★★★★,英灵祭装：罗宾汉,英灵祭装：罗宾汉,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/7/77/礼装1076.jpg,/images/b/b3/经验增加.png,16,16,8,833,912
1077,5,★★★★★,园中漫步,园中漫步,,12,400,1600,250,1000,自身的暴击星集中度提升100%＆宝具威力提升10%＆以NP已达50%的状态开始战斗,自身的暴击星集中度提升200%＆宝具威力提升15%＆以NP已达60%的状态开始战斗[最大解放],/images/0/04/礼装1077.jpg,/images/7/7a/集星.png,256,32,8,1157,1228
1078,4,★★★★,牵牛花,牵牛花,,9,320,1200,200,750,自身的Quick指令卡性能提升6%＆Buster指令卡性能提升6%＆付与自身每回合NP增加4%的状态,自身的Quick指令卡性能提升8%＆Buster指令卡性能提升8%＆付与自身每回合NP增加5%的状态[最大解放],/images/4/4a/礼装1078.jpg,/images/1/11/红绿放.png,256,16,8,1046,1122
1079,3,★★★,周日晚餐,周日晚餐,,5,0,0,200,1000,付与自身每回合HP回复50的状态＆暴击威力提升5%,付与自身每回合HP回复100的状态＆暴击威力提升10%[最大解放],/images/f/f1/礼装1079.jpg,/images/b/bc/每回合回复.png,256,8,4,1158,370
1080,5,★★★★★,名侦探芙尔摩斯,名侦探芙尔摩斯,,12,0,0,500,2000,战斗中掉落的QP量增加1%＆关卡通关时获得的羁绊值提升1%,战斗中掉落的QP量增加5%＆关卡通关时获得的羁绊值提升5%[最大解放],/images/4/42/礼装1080.jpg,/images/d/d1/QP掉落.png,2,32,4,1276,475
1081,4,★★★★,美好的旅程,美好的旅程,,9,100,100,100,100,莱昂纳多·达·芬奇(Rider)装备，且自身在场时，<br>己方全体的Arts指令卡的暴击星集中度提升100%,,/images/b/b5/礼装1081.jpg,/images/8/8f/蓝卡集星.png,4,16,8,834,913
1082,4,★★★★,梦境的终点,梦境的终点,,9,100,100,100,100,伊阿宋(Saber)装备，且自身在场时，<br>己方全体的Arts指令卡的性能提升15%,,/images/0/0f/礼装1082.jpg,/images/0/03/蓝放.png,4,16,8,835,914
1083,4,★★★★,本应深思熟虑,本应深思熟虑,,9,100,100,100,100,帕里斯(Archer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆暴击威力提升15%,,/images/9/98/礼装1083.jpg,/images/4/45/绿放.png,4,16,8,836,915
1084,4,★★★★,变身戒指,变身戒指,,9,100,100,100,100,加雷斯(Lancer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆暴击威力提升15%,,/images/6/64/礼装1084.jpg,/images/4/42/红放.png,4,16,8,837,916
1085,4,★★★★,海盗准则,海盗准则,,9,100,100,100,100,巴沙洛缪·罗伯茨(Rider)装备，且自身在场时，<br>己方全体的NP获得量提升10%＆宝具威力提升10%,,/images/c/c8/礼装1085.jpg,/images/4/42/NP获得量提升.png,4,16,8,838,917
1086,4,★★★★,望春,望春,,9,100,100,100,100,陈宫(Caster)装备，且自身在场时，<br>自身除外己方全体的Buster指令卡性能提升20%,,/images/e/ef/礼装1086.jpg,/images/4/42/红放.png,4,16,8,839,918
1087,4,★★★★,天使的暗杀,天使的暗杀,,9,100,100,100,100,夏洛特·科黛(Assassin)装备，且自身在场时，<br>己方全体的暴击威力提升25%,,/images/4/4e/礼装1087.jpg,/images/d/db/暴击威力提升.png,4,16,8,840,919
1088,4,★★★★,约翰的头颅,约翰的头颅,,9,100,100,100,100,莎乐美(Berserker)装备，且自身在场时，<br>付与己方全体〔秩序善〕20%的特攻状态,,/images/8/87/礼装1088.jpg,/images/3/3a/特攻.png,4,16,8,841,920
1089,5,★★★★★,迎宾兔女郎,迎宾兔女郎,,12,0,0,500,2000,自身的Arts指令卡性能提升10%＆暴击威力提升10%＆付与每回合获得3个暴击星的状态,自身的Arts指令卡性能提升15%＆暴击威力提升15%＆付与每回合获得4个暴击星的状态[最大解放],/images/5/58/礼装1089.jpg,/images/0/03/蓝放.png,257,32,4,1277,476
1090,4,★★★★,紫眸,紫眸,,9,320,1200,200,750,自身的Arts指令卡性能提升8%＆Buster指令卡性能提升8%＆暴击威力提升5%,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆暴击威力提升10%[最大解放],/images/9/9f/礼装1090.jpg,/images/1/17/红蓝放.png,257,16,8,1047,1123
1091,3,★★★,夏日阎魔亭,夏日阎魔亭,,5,160,800,100,500,付与自身回避状态(1次)＆宝具威力提升5%,付与自身回避状态(1次)＆宝具威力提升10%[最大解放],/images/2/2b/礼装1091.jpg,/images/3/3e/回避.png,257,8,8,989,1064
1092,5,★★★★★,泳池边酒吧,泳池边酒吧,,12,400,1600,250,1000,自身的Buster指令卡性能提升10%＆NP获得量提升10%＆宝具威力提升15%,自身的Buster指令卡性能提升15%＆NP获得量提升15%＆宝具威力提升20%[最大解放],/images/e/e4/礼装1092.jpg,/images/4/42/红放.png,257,32,8,1159,1229
1093,4,★★★★,女士们&先生们,女士们&先生们,,9,0,0,400,1500,自身登场时获得10个暴击星(1次)＆暴击威力提升15%,自身登场时获得12个暴击星(1次)＆暴击威力提升20%[最大解放],/images/1/15/礼装1093.jpg,/images/b/b6/出星.png,257,16,4,1206,405
1094,3,★★★,数羊歌,数羊歌,,5,300,1500,0,0,付与自身伤害减免100状态＆宝具威力提升5%,付与自身伤害减免200状态＆宝具威力提升10%[最大解放],/images/3/3a/礼装1094.jpg,/images/3/32/加防.png,257,8,2,358,1170
1095,5,★★★★★,天鬼姬,天鬼姬,,12,0,0,500,2000,自身的宝具威力提升10%＆Arts指令卡的暴击威力提升15%＆以NP已达30%的状态开始战斗,自身的宝具威力提升15%＆Arts指令卡的暴击威力提升20%＆以NP已达50%的状态开始战斗[最大解放],/images/5/5f/礼装1095.jpg,/images/d/d9/宝具威力提升.png,129,32,4,1278,477
1096,5,★★★★★,盛夏的回忆,盛夏的回忆,,12,750,3000,0,0,自身的Quick指令卡性能提升10%＆Buster指令卡性能提升10%＆宝具威力提升10%,自身的Quick指令卡性能提升15%＆Buster指令卡性能提升15%＆宝具威力提升15%[最大解放],/images/7/74/礼装1096.jpg,/images/1/11/红绿放.png,129,32,2,359,1291
1097,4,★★★★,难忘夏日，二天胸怀,难忘夏日，二天胸怀,,9,100,100,100,100,宫本武藏(Berserker)装备时，自身的宝具威力提升30%＆强化解除耐性提升100%(3次),,/images/c/cc/礼装1097.jpg,/images/e/e1/强化解除耐性提升.png,4,16,8,842,921
1098,4,★★★★,战已终日已暮,战已终日已暮,,9,100,100,100,100,刑部姬(Archer)装备，且自身在场时，<br>己方全体的Arts指令卡的性能提升10%＆Buster指令卡的性能提升10%,,/images/e/ea/礼装1098.jpg,/images/1/17/红蓝放.png,4,16,8,843,922
1099,4,★★★★,铁处女（夏）,铁处女（夏）,,9,100,100,100,100,卡米拉(Rider)装备时，自身的宝具威力提升30%＆攻击时极低概率(10%)付与敌人技能封印状态(1回合),,/images/c/cb/礼装1099.jpg,/images/b/bf/封印.png,4,16,8,844,923
1100,4,★★★★,椿说弓张月,椿说弓张月,,9,100,100,100,100,葛饰北斋(Saber)装备时，自身的宝具威力提升30% ＋ 自身战败退场时，除自身以外的己方全体的宝具威力提升15%(3回合),,/images/a/a4/礼装1100.jpg,/images/d/d9/宝具威力提升.png,4,16,8,845,924
1101,4,★★★★,黄金圆桌轮盘,黄金圆桌轮盘,,9,100,100,100,100,阿尔托莉雅·潘德拉贡(Ruler)装备，且自身在场时，<br>己方全体的攻击力提升10%＆暴击威力提升15%,,/images/1/13/礼装1101.jpg,/images/e/e9/加攻.png,4,16,8,846,925
1102,4,★★★★,独演舞台,独演舞台,,9,100,100,100,100,谜之Alterego·Λ(Lancer)装备时，自身的Arts指令卡的性能提升20%＆暴击威力提升30% ＋ 自身在场时，除自身以外己方全体暴击威力降低10%【负面效果】,,/images/b/b1/礼装1102.jpg,/images/0/03/蓝放.png,4,16,8,847,926
1103,4,★★★★,超越苍穹,超越苍穹,,9,100,100,100,100,冲田·J·总司(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%＆暴击威力提升15%＆防御力下降10%【负面效果】,,/images/1/1c/礼装1103.jpg,/images/4/45/绿放.png,4,16,8,848,927
1104,4,★★★★,Fate/Grand Order Memories Ⅱ,Fate/Grand Order Memories Ⅱ,,9,100,100,100,100,关卡通关时获得的魔术礼装经验值增加50,,/images/7/71/礼装1104.jpg,/images/b/b3/经验增加.png,16,16,8,849,928
1105,4,★★★★,异端塞勒姆,异端塞勒姆(概念礼装),,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/e/ec/礼装1105.jpg,/images/b/b3/经验增加.png,16,16,8,850,929
1106,5,★★★★★,旋转不息,旋转不息,,12,0,0,500,2000,自身的Buster指令卡性能提升10%＆Buster指令卡暴击威力提升15%＆NP已达40%的状态开始战斗,自身的Buster指令卡性能提升15%＆Buster指令卡暴击威力提升20%＆NP已达50%的状态开始战斗[最大解放],/images/a/ad/礼装1106.jpg,/images/4/42/红放.png,257,32,4,1279,478
1107,4,★★★★,远走高飞,远走高飞,,9,320,1200,200,750,自身的Quick指令卡性能提升8%＆宝具威力提升10%＆暴击威力提升10%,自身的Quick指令卡性能提升10%＆宝具威力提升15%＆暴击威力提升15%[最大解放],/images/d/d6/礼装1107.jpg,/images/4/45/绿放.png,257,16,8,1048,1124
1108,3,★★★,来自乌鲁克,来自乌鲁克,,5,160,800,100,500,付与自身每回合获得NP1%的状态＆NP获得量提升5%,付与自身每回合获得NP2%的状态＆NP获得量提升10%[最大解放],/images/b/bf/礼装1108.jpg,/images/e/e2/回合充能.png,257,8,8,990,1065
1109,5,★★★★★,宝石新娘,宝石新娘,,12,400,1600,250,1000,付与自身毅力状态(1次·回复1HP)＆伤害减免300状态,付与自身毅力状态(1次·回复1HP)＆伤害减免400状态[最大解放],/images/d/d9/礼装1109.jpg,/images/3/3a/毅力.png,129,32,8,1160,1230
1110,5,★★★★★,明媚美人,明媚美人,,12,0,0,500,2000,自身Arts指令卡性能提升8%＆Buster指令卡性能提升8%＋登场时获得15个暴击星(1次),自身Arts指令卡性能提升10%＆Buster指令卡性能提升10%＋登场时获得20个暴击星(1次)[最大解放],/images/2/2d/礼装1110.jpg,/images/1/17/红蓝放.png,129,32,4,1280,479
1111,4,★★★★,绝对魔兽战线巴比伦尼亚,绝对魔兽战线巴比伦尼亚(概念礼装),,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/1/11/礼装1111.jpg,/images/b/b3/经验增加.png,16,16,8,851,930
1112,5,★★★★★,豆沙公主,豆沙公主,,12,400,1600,250,1000,自身Quick指令卡性能提升8%＆HP回复量提升10%＆NP已达40%的状态开始战斗,自身Quick指令卡性能提升10%＆HP回复量提升20%＆NP已达50%的状态开始战斗[最大解放],/images/b/b2/礼装1112.jpg,/images/4/45/绿放.png,257,32,8,1161,1231
1113,4,★★★★,锁定行星,锁定行星,,9,320,1200,200,750,自身Arts指令卡性能提升8%＆宝具使用时充能阶段上升1级(1次)(1回),自身Arts指令卡性能提升10%＆宝具使用时充能阶段上升1级(1次)(1回)[最大解放],/images/3/31/礼装1113.jpg,/images/0/03/蓝放.png,257,16,8,1049,1125
1114,3,★★★,文武一道,文武一道,,5,0,0,200,1000,自身Buster指令卡性能提升5%＆NP获得量提升3%,自身Buster指令卡性能提升8%＆NP获得量提升5%[最大解放],/images/b/ba/礼装1114.jpg,/images/4/42/红放.png,257,8,4,1162,371
1115,5,★★★★★,双星歌姬,双星歌姬,,12,400,1600,250,1000,自身NP获得量提升10%＆宝具威力提升10%＆付与每回合获得3个暴击星的状态,自身NP获得量提升15%＆宝具威力提升15%＆付与每回合获得4个暴击星的状态[最大解放],/images/c/cc/礼装1115.jpg,/images/4/42/NP获得量提升.png,129,32,8,1163,1232
1116,5,★★★★★,太阳暴君,太阳暴君,,12,0,0,500,2000,自身Quick指令卡性能提升10%＆Buster指令卡性能提升10%＆暴击威力提升10%,自身Quick指令卡性能提升15%＆Buster指令卡性能提升15%＆暴击威力提升15%[最大解放],/images/a/a4/礼装1116.jpg,/images/1/11/红绿放.png,129,32,4,1281,480
1117,4,★★★★,概念礼装EXP卡：第一份咖喱,概念礼装EXP卡：第一份咖喱,,9,0,0,0,0,提供30000点概念礼装经验值,无效果,/images/3/3a/礼装1117.jpg,/images/d/d7/空白效果.png,32,16,1,360,270
1118,3,★★★,概念礼装EXP卡：谜之物质γ,概念礼装EXP卡：谜之物质γ,,5,0,0,0,0,提供18000点概念礼装经验值,无效果,/images/5/5a/礼装1118.jpg,/images/d/d7/空白效果.png,32,8,1,361,271
1119,4,★★★★,前往重逢的宇宙,前往重逢的宇宙,,9,100,100,100,100,宇宙伊什塔尔(Avenger)装备，且自身在场时，己方全体的Quick指令卡性能提升8%＆Arts指令卡性能提升8%＆Buster指令卡性能提升8%,,/images/e/ec/礼装1119.jpg,/images/e/e7/三色魔放.png,4,16,8,852,931
1120,4,★★★★,流星啦啦队员,流星啦啦队员,,9,100,100,100,100,灾星简(Archer)装备时，自身的宝具威力提升30% ＋ 自身登场时获得20个暴击星(1次),,/images/f/f6/礼装1120.jpg,/images/b/b6/出星.png,4,16,8,853,932
1121,5,★★★★★,迦勒底晚餐时光,迦勒底晚餐时光,,12,750,3000,0,0,关卡通关时获得的羁绊值提升1%＆御主经验增加1%,关卡通关时获得的羁绊值提升5%＆御主经验增加5%[最大解放],/images/4/4e/礼装1121.jpg,/images/c/c1/羁绊获得量提升.png,2,32,2,362,1292
1122,4,★★★★,然后圣剑闪耀光芒,然后圣剑闪耀光芒,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/e/ee/礼装1122.jpg,/images/b/b3/经验增加.png,16,16,8,854,933
1123,5,★★★★★,少女们的午餐会,少女们的午餐会,,12,400,1600,250,1000,自身NP获得量提升20%＆宝具威力提升20%,自身NP获得量提升25%＆宝具威力提升25%[最大解放],/images/7/7f/礼装1123.jpg,/images/4/42/NP获得量提升.png,257,32,8,1164,1233
1124,4,★★★★,思念的配送员,思念的配送员,,9,600,2250,0,0,自身登场时获得10个暴击星(1次)＆付与被伤害减免300状态,自身登场时获得12个暴击星(1次)＆付与被伤害减免400状态[最大解放],/images/2/25/礼装1124.jpg,/images/b/b6/出星.png,257,16,2,363,1268
1125,3,★★★,与家人在一起,与家人在一起,,5,160,800,100,500,付与自身每回合获得1个暴击星的状态＆Buster指令卡性能提升3%,付与自身每回合获得2个暴击星的状态＆Buster指令卡性能提升5%[最大解放],/images/e/ef/礼装1125.jpg,/images/f/f7/回合出星.png,257,8,8,991,1066
1126,5,★★★★★,圣诞节的轨迹,圣诞节的轨迹,,12,0,0,500,2000,自身Quick指令卡性能提升8%＆NP获得量提升8%＆NP已达30%的状态开始战斗,自身Quick指令卡性能提升10%＆NP获得量提升10%＆NP已达50%的状态开始战斗[最大解放],/images/6/6a/礼装1126.jpg,/images/4/45/绿放.png,129,32,4,1282,481
1127,4,★★★★,把剑暂时扔在一边,把剑暂时扔在一边,,9,100,100,100,100,阿斯托尔福(Saber)装备时，自身的宝具威力提升30%＆Buster指令卡的暴击威力提升100%(3回合),,/images/7/78/礼装1127.jpg,/images/d/db/暴击威力提升.png,4,16,8,855,934
1128,4,★★★★,圣诞节快乐,圣诞节快乐,,9,100,100,100,100,南丁格尔〔圣诞〕(Archer)装备，且自身在场时，己方全体的Quick指令卡性能提升10%＆HP回复量提升20%,,/images/3/31/礼装1128.jpg,/images/4/45/绿放.png,4,16,8,856,935
1129,5,★★★★★,祈愿救济者,祈愿救济者,,12,400,1600,250,1000,自身的宝具使用时充能阶段上升2级(3次),自身的宝具使用时充能阶段上升2级(4次)[最大解放],/images/e/ec/礼装1129.jpg,/images/4/4a/充能阶段上升.png,64,32,8,1165,1234
1130,4,★★★★,野心的开端,野心的开端,,9,0,0,400,1500,自身的Arts指令卡性能提升10%＆HP回复量提升10%,自身的Arts指令卡性能提升15%＆HP回复量提升20%[最大解放],/images/f/fd/礼装1130.jpg,/images/0/03/蓝放.png,64,16,4,1207,406
1131,3,★★★,Noble Piece,Noble Piece,,5,160,800,100,500,自身的Arts指令卡暴击威力提升25%,自身的Arts指令卡暴击威力提升30%[最大解放],/images/e/e5/礼装1131.jpg,/images/d/db/暴击威力提升.png,64,8,8,992,1067
1132,4,★★★★,阿尔戈号英雄,阿尔戈号英雄,,9,320,1200,200,750,自身的Quick指令卡性能提升6%＆Arts指令卡性能提升6%＆Buster指令卡性能提升6%,自身的Quick指令卡性能提升8%＆Arts指令卡性能提升8%＆Buster指令卡性能提升8%[最大解放],/images/e/e9/礼装1132.jpg,/images/e/e7/三色魔放.png,512,16,8,1050,1126
1133,4,★★★★,星之猎人,星之猎人,,9,100,100,100,100,超人俄里翁(Archer)装备时，付与自身每回合获得8个暴击星的状态＋自身在场时，己方全体的暴击威力提升15%,,/images/8/8b/礼装1133.jpg,/images/f/f7/回合出星.png,4,16,8,857,936
1134,4,★★★★,战后的断剑,战后的断剑,,9,100,100,100,100,曼迪卡尔多(Rider)装备，自身战败退场时，除自身以外的己方全体攻击力提升20%(3回合)＆防御力提升30%(3回合),,/images/9/9c/礼装1134.jpg,/images/5/51/加攻加防.png,4,16,8,858,937
1135,4,★★★★,白色公牛,白色公牛,,9,100,100,100,100,欧罗巴(Rider)装备，且自身在场时，己方全体的Arts指令卡性能提升10%＆Buster指令卡性能提升10%,,/images/4/4b/礼装1135.jpg,/images/1/17/红蓝放.png,4,16,8,859,938
1136,4,★★★★,胶囊从者,胶囊从者,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/2/2f/礼装1136.jpg,/images/b/b3/经验增加.png,16,16,8,860,939
1137,4,★★★★,Fate/stay night [Réalta Nua],Fate/stay night (Réalta Nua),,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/0/0d/礼装1137.jpg,/images/b/b3/经验增加.png,16,16,8,861,940
1138,4,★★★★,Fate/stay night -15年的轨迹-,Fate/stay night -15年的轨迹-,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/8/87/礼装1138.jpg,/images/b/b3/经验增加.png,16,16,8,862,941
1139,4,★★★★,迦勒底公园巡展车队,迦勒底公园巡展车队,,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/d/d0/礼装1139.jpg,/images/b/b3/经验增加.png,16,16,8,863,942
1140,5,★★★★★,以天空为路,以天空为路,,12,0,0,500,2000,付与自身无敌贯通状态＆宝具威力提升15%＆NP获得量提升15%,付与自身无敌贯通状态＆宝具威力提升20%＆NP获得量提升20%[最大解放],/images/b/b4/礼装1140.jpg,/images/4/4a/无敌贯通.png,256,32,4,1283,482
1141,4,★★★★,晴朗的黎明,晴朗的黎明,,9,320,1200,200,750,自身登场时获得10个暴击星(1次)＆Arts指令卡性能提升8%,自身登场时获得12个暴击星(1次)＆Arts指令卡性能提升10%[最大解放],/images/f/f0/礼装1141.jpg,/images/b/b6/出星.png,256,16,8,1051,1127
1142,3,★★★,我们是朋友,我们是朋友,,5,0,0,200,1000,关卡通关时获得的QP增加2020,关卡通关时获得的QP增加2020＋自身的暴击星掉落率提升2.0%[最大解放],/images/9/9c/礼装1142.jpg,/images/d/d1/QP掉落.png,256,8,4,1166,372
1143,4,★★★★,陀螺的舞蹈,陀螺的舞蹈,,9,2020,2020,0,0,自身的Arts指令卡性能提升8%,,/images/1/1a/礼装1143.jpg,/images/0/03/蓝放.png,16,16,2,364,1248
1144,4,★★★★,概念礼装EXP卡：穷途之鼠,概念礼装EXP卡：穷途之鼠,,9,0,0,0,0,提供30000点概念礼装经验值,无效果,/images/c/cb/礼装1144.jpg,/images/d/d7/空白效果.png,32,16,1,365,272
1145,4,★★★★,紫玉之笛,紫玉之笛,,9,100,100,100,100,杨贵妃(Foreigner)装备时，自身的宝具威力提升30%&攻击时付与敌方单体延烧状态(灼伤的效果量提升20%的状态)(3回合),,/images/9/98/礼装1145.jpg,/images/4/4b/灼伤.png,4,16,8,864,943
1146,4,★★★★,观星者,观星者,,9,100,100,100,100,关卡通关时获得的御主经验增加50,,/images/d/df/礼装1146.jpg,/images/b/b3/经验增加.png,16,16,8,865,944
1147,5,★★★★★,医疗Spa,医疗Spa,,12,400,1600,250,1000,自身的NP获得量提升10%＆付与自身每回合获得NP2%的状态＆付与自身每回合获得3个暴击星的状态,自身的NP获得量提升15%＆付与自身每回合获得NP3%的状态＆付与自身每回合获得4个暴击星的状态[最大解放],/images/0/0f/礼装1147.jpg,/images/4/42/NP获得量提升.png,129,32,8,1167,1235
1148,4,★★★★,新宿幻灵事件,新宿幻灵事件(概念礼装),,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,/images/6/65/礼装1148.jpg,/images/b/b3/经验增加.png,16,16,8,866,945
1149,5,★★★★★,格兰·卡瓦洛,格兰·卡瓦洛,,12,400,1600,250,1000,关卡通关时获得的羁绊值增加1%＆魔术礼装经验增加1%,关卡通关时获得的羁绊值增加5%＆魔术礼装经验增加5%[最大解放],/images/e/ef/礼装1149.jpg,/images/c/c1/羁绊获得量提升.png,2,32,8,1168,1236
1150,5,★★★★★,巧克力天堂,巧克力天堂,,12,0,0,500,2000,自身的Quick指令卡性能提升10%＆宝具威力提升10%＆NP获得量提升15%,自身的Quick指令卡性能提升15%＆宝具威力提升15%＆NP获得量提升20%[最大解放],/images/8/89/礼装1150.jpg,/images/4/45/绿放.png,256,32,4,1284,483
1151,4,★★★★,王后之梦,王后之梦,,9,600,2250,0,0,自身的暴击威力提升15%＆被强化成功率提升10%,自身的暴击威力提升20%＆被强化成功率提升15%[最大解放],/images/c/c7/礼装1151.jpg,/images/d/db/暴击威力提升.png,256,16,2,366,1269
1152,3,★★★,午夜仓皇,午夜仓皇,,5,0,0,200,1000,自身的宝具威力提升5%＆HP回复量提升5%,自身的宝具威力提升10%＆HP回复量提升10%[最大解放],/images/1/15/礼装1152.jpg,/images/d/d9/宝具威力提升.png,256,8,4,1169,373
1153,5,★★★★★,针织爱意,针织爱意,,12,400,1600,250,1000,付与自身必中状态＆宝具威力提升10%＆以NP已达30%的状态开始战斗,付与自身必中状态＆宝具威力提升15%＆以NP已达50%的状态开始战斗[最大解放],/images/b/b1/礼装1153.jpg,/images/9/90/必中.png,128,32,8,1170,1237
1154,4,★★★★,迦勒底草子,迦勒底草子,,9,100,100,100,100,清少纳言(Archer)装备，且自身在场时，己方全体的NP获得量提升10%＆暴击威力提升10%,,/images/1/1a/礼装1154.jpg,/images/4/42/NP获得量提升.png,4,16,8,867,946
1155,4,★★★★,巨大巧克力,巨大巧克力,,3,0,0,0,0,Kingprotea的情人节礼物,无效果,/images/b/b0/礼装1155.jpg,/images/d/d7/空白效果.png,9,16,1,367,273
1156,4,★★★★,带着爱的（笑）巧克力,带着爱的（笑）巧克力,,3,0,0,0,0,迦摩的情人节礼物,无效果,/images/a/ae/礼装1156.jpg,/images/d/d7/空白效果.png,9,16,1,368,274
1157,4,★★★★,水银巧克力,水银巧克力,,3,0,0,0,0,司马懿〔莱妮丝〕的情人节礼物,无效果,/images/0/07/礼装1157.jpg,/images/d/d7/空白效果.png,9,16,1,369,275
1158,4,★★★★,红酒与星之巧克力,红酒与星之巧克力,,3,0,0,0,0,阿斯特赖亚的情人节礼物,无效果,/images/f/f8/礼装1158.jpg,/images/d/d7/空白效果.png,9,16,1,370,276
1159,4,★★★★,法奇软糖,法奇软糖,,3,0,0,0,0,格蕾的情人节礼物,无效果,/images/5/5f/礼装1159.jpg,/images/d/d7/空白效果.png,9,16,1,371,277
1160,4,★★★★,豪华巧克力蛋糕,豪华巧克力蛋糕,,3,0,0,0,0,伟大的石像神的情人节礼物,无效果,/images/9/9d/礼装1160.jpg,/images/d/d7/空白效果.png,9,16,1,372,278
1161,4,★★★★,幸运结晶,幸运结晶,,3,0,0,0,0,拉克什米·芭伊的情人节礼物,无效果,/images/b/bc/礼装1161.jpg,/images/d/d7/空白效果.png,9,16,1,373,279
1162,4,★★★★,新手用狩猎套装,新手用狩猎套装,,3,0,0,0,0,威廉·退尔的情人节回礼,无效果,/images/9/95/礼装1162.jpg,/images/d/d7/空白效果.png,9,16,1,374,280
1163,4,★★★★,随处可见的奇迹之石,随处可见的奇迹之石,,3,0,0,0,0,阿周那〔Alter〕的情人节回礼,无效果,/images/6/6d/礼装1163.jpg,/images/d/d7/空白效果.png,9,16,1,375,281
1164,4,★★★★,彻夜长谈,彻夜长谈,,3,0,0,0,0,马嘶的情人节回礼,无效果,/images/a/ad/礼装1164.jpg,/images/d/d7/空白效果.png,9,16,1,376,282
1165,4,★★★★,医疗用巧克力,医疗用巧克力,,3,0,0,0,0,阿斯克勒庇俄斯的情人节回礼,无效果,/images/4/42/礼装1165.jpg,/images/d/d7/空白效果.png,9,16,1,377,283
1166,4,★★★★,柿饼,柿饼,,3,0,0,0,0,织田信长(Avenger)的情人节礼物,无效果,/images/1/14/礼装1166.jpg,/images/d/d7/空白效果.png,9,16,1,378,284
1167,4,★★★★,傻瓜葫芦,傻瓜葫芦,,3,0,0,0,0,织田信长(Avenger)的情人节回礼,无效果,/images/4/41/礼装1167.jpg,/images/d/d7/空白效果.png,9,16,1,379,285
